fecha,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,et0_fao_evapotranspiration,shortwave_radiation_sum,wind_speed_10m_max,ciudad,provincia,region,elevacion_m
2002-01-18,23.0,27.4,16.6,0.0,0.0,4.4,22.75,9.1,Tena,Napo,Amazonía,498.0
2002-01-19,22.9,26.7,17.9,0.1,1.0,3.92,20.2,6.9,Tena,Napo,Amazonía,498.0
2002-01-20,23.0,27.4,17.5,0.0,0.0,4.66,24.02,7.6,Tena,Napo,Amazonía,498.0
2002-01-21,22.4,24.6,18.8,2.4,4.0,2.61,13.57,4.4,Tena,Napo,Amazonía,498.0
2002-01-22,22.4,25.7,19.4,3.7,10.0,2.71,13.8,5.9,Tena,Napo,Amazonía,498.0
2002-01-23,22.4,24.6,20.9,1.7,8.0,2.17,11.13,4.0,Tena,Napo,Amazonía,498.0
2002-01-24,23.1,26.2,20.0,1.1,5.0,3.97,20.58,5.9,Tena,Napo,Amazonía,498.0
2002-01-25,22.8,26.0,20.9,12.0,12.0,3.26,16.79,6.2,Tena,Napo,Amazonía,498.0
2002-01-26,22.4,25.7,18.9,8.5,18.0,2.56,13.26,6.0,Tena,Napo,Amazonía,498.0
2002-01-27,22.1,24.1,19.4,1.2,6.0,2.45,12.39,4.8,Tena,Napo,Amazonía,498.0
2002-01-28,23.0,25.3,21.6,0.1,1.0,2.42,11.86,5.8,Tena,Napo,Amazonía,498.0
2002-01-29,22.8,25.0,20.9,1.3,6.0,2.64,13.71,5.4,Tena,Napo,Amazonía,498.0
2002-01-30,22.6,25.2,19.2,3.7,12.0,2.41,12.21,3.8,Tena,Napo,Amazonía,498.0
2002-01-31,22.8,26.0,20.0,3.2,10.0,3.39,17.42,5.1,Tena,Napo,Amazonía,498.0
2002-02-01,22.4,24.3,19.4,11.7,16.0,2.01,10.37,4.5,Tena,Napo,Amazonía,498.0
2002-02-02,22.5,24.8,19.9,10.9,12.0,2.82,14.83,4.7,Tena,Napo,Amazonía,498.0
2002-02-03,22.8,26.8,17.9,3.9,8.0,3.72,18.84,5.0,Tena,Napo,Amazonía,498.0
2002-02-04,23.6,26.6,20.6,5.9,11.0,3.96,20.47,6.2,Tena,Napo,Amazonía,498.0
2002-02-05,21.9,24.5,18.9,24.2,21.0,2.18,11.15,6.0,Tena,Napo,Amazonía,498.0
2002-02-06,20.8,23.0,18.7,120.2,21.0,1.47,7.32,5.1,Tena,Napo,Amazonía,498.0
2002-02-07,21.2,23.6,18.6,16.4,19.0,2.27,11.8,4.4,Tena,Napo,Amazonía,498.0
2002-02-08,21.7,24.1,19.2,22.3,18.0,1.99,10.22,4.6,Tena,Napo,Amazonía,498.0
2002-02-09,21.6,25.3,17.5,9.1,16.0,3.26,17.24,6.6,Tena,Napo,Amazonía,498.0
2002-02-10,22.5,26.1,18.1,1.7,7.0,4.06,21.42,6.5,Tena,Napo,Amazonía,498.0
2002-02-11,22.9,25.8,21.1,1.2,5.0,3.28,17.4,6.5,Tena,Napo,Amazonía,498.0
2002-02-12,23.2,27.1,17.6,0.1,1.0,4.29,22.18,8.2,Tena,Napo,Amazonía,498.0
2002-02-13,23.6,27.6,18.0,0.0,0.0,4.72,24.33,7.2,Tena,Napo,Amazonía,498.0
2002-02-14,24.0,27.3,19.1,0.7,3.0,4.25,21.74,6.8,Tena,Napo,Amazonía,498.0
2002-02-15,23.7,27.0,18.8,0.0,0.0,4.56,23.53,7.9,Tena,Napo,Amazonía,498.0
2002-02-16,23.0,27.3,18.2,3.6,7.0,4.16,21.11,6.8,Tena,Napo,Amazonía,498.0
2002-02-17,23.2,25.9,19.6,5.1,10.0,3.01,15.19,5.2,Tena,Napo,Amazonía,498.0
2002-02-18,23.6,26.5,21.1,6.7,11.0,4.16,21.69,5.3,Tena,Napo,Amazonía,498.0
2002-02-19,22.2,26.0,17.5,9.8,15.0,3.5,18.4,6.1,Tena,Napo,Amazonía,498.0
2002-02-20,23.4,27.4,19.0,2.9,4.0,4.14,21.21,6.9,Tena,Napo,Amazonía,498.0
2002-02-21,23.3,26.8,18.0,8.2,13.0,3.87,20.11,6.4,Tena,Napo,Amazonía,498.0
2002-02-22,23.1,27.9,19.3,9.4,11.0,3.73,18.9,7.5,Tena,Napo,Amazonía,498.0
2002-02-23,22.6,25.6,19.8,15.6,19.0,2.86,14.85,5.4,Tena,Napo,Amazonía,498.0
2002-02-24,22.9,26.4,19.9,27.6,21.0,2.4,12.0,5.5,Tena,Napo,Amazonía,498.0
2002-02-25,23.7,26.4,19.9,10.0,9.0,3.87,20.05,5.6,Tena,Napo,Amazonía,498.0
2002-02-26,23.6,27.9,17.9,0.6,2.0,4.8,24.67,6.8,Tena,Napo,Amazonía,498.0
2002-02-27,23.4,27.3,19.1,3.2,6.0,4.11,21.33,7.4,Tena,Napo,Amazonía,498.0
2002-02-28,22.9,24.9,20.1,12.9,10.0,2.91,15.29,6.5,Tena,Napo,Amazonía,498.0
2002-03-01,22.4,25.2,18.9,7.0,10.0,3.16,16.41,5.2,Tena,Napo,Amazonía,498.0
2002-03-02,22.3,24.5,19.8,5.1,11.0,2.55,12.99,5.4,Tena,Napo,Amazonía,498.0
2002-03-03,23.0,26.2,21.1,3.4,13.0,3.66,18.83,5.8,Tena,Napo,Amazonía,498.0
2002-03-04,22.6,25.8,19.7,6.7,14.0,3.49,18.16,5.7,Tena,Napo,Amazonía,498.0
2002-03-05,21.9,27.1,17.7,15.8,15.0,3.63,18.71,8.0,Tena,Napo,Amazonía,498.0
2002-03-06,23.4,26.8,20.2,0.0,0.0,3.57,18.24,5.4,Tena,Napo,Amazonía,498.0
2002-03-07,23.2,26.5,20.0,1.4,8.0,3.84,19.86,5.0,Tena,Napo,Amazonía,498.0
2002-03-08,23.5,27.1,20.1,2.3,5.0,3.87,19.65,7.2,Tena,Napo,Amazonía,498.0
2002-03-09,22.9,26.9,19.3,1.5,5.0,3.88,19.8,5.0,Tena,Napo,Amazonía,498.0
2002-03-10,23.4,27.8,18.1,0.3,1.0,4.51,22.62,6.6,Tena,Napo,Amazonía,498.0
2002-03-11,23.8,26.8,20.6,10.1,10.0,3.78,19.23,7.0,Tena,Napo,Amazonía,498.0
2002-03-12,23.5,27.3,18.9,7.4,10.0,4.53,23.5,7.4,Tena,Napo,Amazonía,498.0
2002-03-13,22.6,24.3,20.3,7.0,16.0,2.19,10.97,3.6,Tena,Napo,Amazonía,498.0
2002-03-14,22.6,25.6,18.8,8.1,12.0,3.69,19.4,5.7,Tena,Napo,Amazonía,498.0
2002-03-15,23.4,27.0,19.4,0.5,4.0,4.45,23.18,6.4,Tena,Napo,Amazonía,498.0
2002-03-16,23.5,26.6,20.4,5.0,9.0,3.83,19.8,8.3,Tena,Napo,Amazonía,498.0
2002-03-17,22.7,25.3,19.8,3.0,9.0,3.2,16.7,6.1,Tena,Napo,Amazonía,498.0
2002-03-18,23.2,26.1,19.9,1.6,2.0,3.34,17.2,6.3,Tena,Napo,Amazonía,498.0
2002-03-19,22.4,24.1,20.1,8.3,15.0,2.47,12.83,3.7,Tena,Napo,Amazonía,498.0
2002-03-20,22.8,26.2,18.8,11.9,13.0,3.58,18.54,6.3,Tena,Napo,Amazonía,498.0
2002-03-21,22.5,25.5,18.7,12.7,14.0,3.28,17.09,5.4,Tena,Napo,Amazonía,498.0
2002-03-22,23.6,27.1,19.2,0.8,4.0,4.57,23.6,6.9,Tena,Napo,Amazonía,498.0
2002-03-23,22.1,23.5,20.7,11.7,17.0,2.32,12.35,4.9,Tena,Napo,Amazonía,498.0
2002-03-24,21.5,23.4,18.4,4.9,10.0,2.1,11.05,4.5,Tena,Napo,Amazonía,498.0
2002-03-25,22.9,25.9,19.5,6.1,11.0,3.08,15.85,6.1,Tena,Napo,Amazonía,498.0
2002-03-26,23.0,26.5,18.4,0.9,6.0,3.47,17.84,6.0,Tena,Napo,Amazonía,498.0
2002-03-27,22.8,27.2,18.1,5.8,7.0,3.91,20.21,7.2,Tena,Napo,Amazonía,498.0
2002-03-28,22.4,25.7,19.1,16.6,16.0,2.51,12.81,4.7,Tena,Napo,Amazonía,498.0
2002-03-29,22.7,25.3,18.9,5.7,20.0,2.81,14.57,5.0,Tena,Napo,Amazonía,498.0
2002-03-30,22.7,25.6,20.7,8.8,17.0,2.86,14.63,5.4,Tena,Napo,Amazonía,498.0
2002-03-31,22.6,25.3,19.3,6.3,15.0,2.55,12.93,4.2,Tena,Napo,Amazonía,498.0
2002-04-01,22.5,24.6,19.6,10.6,16.0,2.12,10.71,4.8,Tena,Napo,Amazonía,498.0
2002-04-02,22.4,23.6,21.2,10.7,17.0,1.67,8.19,4.0,Tena,Napo,Amazonía,498.0
2002-04-03,22.8,24.9,21.5,1.2,8.0,2.5,12.72,5.6,Tena,Napo,Amazonía,498.0
2002-04-04,22.5,25.1,18.6,6.0,16.0,2.33,11.81,4.6,Tena,Napo,Amazonía,498.0
2002-04-05,22.6,26.3,18.5,3.5,5.0,3.47,17.95,5.4,Tena,Napo,Amazonía,498.0
2002-04-06,23.2,26.8,19.9,2.0,6.0,4.21,21.81,6.0,Tena,Napo,Amazonía,498.0
2002-04-07,23.3,26.1,20.2,3.2,10.0,3.68,19.14,7.7,Tena,Napo,Amazonía,498.0
2002-04-08,22.0,24.3,20.3,28.5,18.0,1.64,8.19,4.7,Tena,Napo,Amazonía,498.0
2002-04-09,22.1,26.5,18.8,22.6,22.0,2.6,13.06,3.7,Tena,Napo,Amazonía,498.0
2002-04-10,22.4,26.7,17.8,5.5,11.0,3.54,18.08,5.4,Tena,Napo,Amazonía,498.0
2002-04-11,22.2,26.3,17.7,14.3,13.0,3.97,20.62,5.4,Tena,Napo,Amazonía,498.0
2002-04-12,21.4,25.1,17.4,6.4,14.0,2.4,11.98,5.9,Tena,Napo,Amazonía,498.0
2002-04-13,22.3,26.1,16.7,3.1,9.0,3.63,18.73,4.1,Tena,Napo,Amazonía,498.0
2002-04-14,22.2,25.3,19.0,11.6,19.0,3.17,16.95,6.7,Tena,Napo,Amazonía,498.0
2002-04-15,22.1,25.2,18.8,2.5,12.0,3.28,17.18,5.7,Tena,Napo,Amazonía,498.0
2002-04-16,22.9,24.6,21.2,5.8,7.0,3.03,16.01,5.0,Tena,Napo,Amazonía,498.0
2002-04-17,22.8,26.9,18.2,5.4,7.0,4.23,22.02,6.2,Tena,Napo,Amazonía,498.0
2002-04-18,22.9,26.6,17.0,5.1,10.0,3.98,20.94,7.7,Tena,Napo,Amazonía,498.0
2002-04-19,22.1,26.6,17.1,11.0,14.0,4.1,21.6,5.4,Tena,Napo,Amazonía,498.0
2002-04-20,21.9,25.9,18.4,12.6,18.0,2.92,15.23,6.6,Tena,Napo,Amazonía,498.0
2002-04-21,22.9,26.1,18.6,3.5,10.0,3.76,19.53,6.6,Tena,Napo,Amazonía,498.0
2002-04-22,22.3,23.8,20.6,5.5,15.0,1.92,9.57,5.1,Tena,Napo,Amazonía,498.0
2002-04-23,23.6,26.5,21.3,4.0,9.0,3.85,19.95,5.1,Tena,Napo,Amazonía,498.0
2002-04-24,21.7,24.5,19.3,29.8,24.0,2.39,12.79,6.3,Tena,Napo,Amazonía,498.0
2002-04-25,22.9,25.5,19.2,3.9,10.0,2.68,13.49,4.6,Tena,Napo,Amazonía,498.0
2002-04-26,23.5,26.4,21.2,2.2,12.0,3.44,17.85,7.3,Tena,Napo,Amazonía,498.0
2002-04-27,22.7,25.8,20.4,5.5,9.0,3.41,17.86,6.6,Tena,Napo,Amazonía,498.0
2002-04-28,22.5,25.7,18.7,14.6,20.0,3.06,16.05,5.0,Tena,Napo,Amazonía,498.0
2002-04-29,22.3,24.2,20.6,13.2,13.0,2.72,14.72,6.2,Tena,Napo,Amazonía,498.0
2002-04-30,22.4,25.9,19.1,5.7,11.0,3.56,18.89,7.4,Tena,Napo,Amazonía,498.0
2002-05-01,21.8,25.6,16.7,8.3,8.0,3.46,18.13,5.4,Tena,Napo,Amazonía,498.0
2002-05-02,22.3,24.7,19.7,26.5,18.0,2.35,12.16,6.0,Tena,Napo,Amazonía,498.0
2002-05-03,23.6,26.6,21.7,4.4,8.0,3.85,19.74,5.4,Tena,Napo,Amazonía,498.0
2002-05-04,23.1,26.3,21.3,6.8,13.0,3.17,16.39,5.0,Tena,Napo,Amazonía,498.0
2002-05-05,22.9,26.1,20.0,3.8,11.0,3.28,17.03,4.5,Tena,Napo,Amazonía,498.0
2002-05-06,22.8,25.2,20.6,7.5,11.0,2.94,15.51,5.8,Tena,Napo,Amazonía,498.0
2002-05-07,22.3,23.7,20.7,5.0,10.0,2.01,10.36,5.4,Tena,Napo,Amazonía,498.0
2002-05-08,22.9,25.8,20.4,3.0,11.0,3.63,19.1,5.9,Tena,Napo,Amazonía,498.0
2002-05-09,22.3,25.7,18.2,8.8,12.0,3.33,17.38,4.7,Tena,Napo,Amazonía,498.0
2002-05-10,21.0,23.9,18.1,8.9,18.0,1.84,9.6,4.6,Tena,Napo,Amazonía,498.0
2002-05-11,22.7,25.7,21.0,1.2,6.0,2.94,15.13,4.8,Tena,Napo,Amazonía,498.0
2002-05-12,22.5,24.8,21.3,1.9,6.0,2.22,11.25,4.0,Tena,Napo,Amazonía,498.0
2002-05-13,22.9,25.2,21.6,7.9,14.0,2.54,12.94,5.2,Tena,Napo,Amazonía,498.0
2002-05-14,22.1,25.1,18.2,1.7,7.0,2.64,13.66,5.4,Tena,Napo,Amazonía,498.0
2002-05-15,21.9,24.8,18.0,4.0,5.0,2.44,12.63,4.5,Tena,Napo,Amazonía,498.0
2002-05-16,21.8,23.8,18.6,0.5,3.0,1.93,9.74,4.9,Tena,Napo,Amazonía,498.0
2002-05-17,23.0,25.9,20.5,1.0,3.0,3.02,15.45,5.8,Tena,Napo,Amazonía,498.0
2002-05-18,23.2,26.2,21.5,6.5,14.0,3.06,15.84,5.8,Tena,Napo,Amazonía,498.0
2002-05-19,23.1,25.6,21.6,9.0,11.0,2.84,14.93,5.4,Tena,Napo,Amazonía,498.0
2002-05-20,22.5,25.7,18.5,10.8,11.0,3.45,18.33,4.9,Tena,Napo,Amazonía,498.0
2002-05-21,21.6,25.7,17.2,10.7,12.0,3.14,16.65,6.2,Tena,Napo,Amazonía,498.0
2002-05-22,21.9,25.2,18.7,9.8,14.0,2.5,13.12,4.1,Tena,Napo,Amazonía,498.0
2002-05-23,21.7,25.7,17.1,9.9,19.0,2.99,15.71,5.3,Tena,Napo,Amazonía,498.0
2002-05-24,22.6,25.6,20.5,6.2,15.0,3.23,16.95,4.7,Tena,Napo,Amazonía,498.0
2002-05-25,22.0,25.2,17.8,14.6,18.0,3.02,15.89,5.5,Tena,Napo,Amazonía,498.0
2002-05-26,22.4,25.8,17.4,1.7,7.0,3.6,19.02,5.9,Tena,Napo,Amazonía,498.0
2002-05-27,23.1,27.0,19.5,5.8,11.0,3.48,18.23,5.9,Tena,Napo,Amazonía,498.0
2002-05-28,21.9,25.3,17.8,16.6,18.0,3.13,16.41,5.2,Tena,Napo,Amazonía,498.0
2002-05-29,22.9,26.0,18.8,7.8,18.0,2.71,13.89,4.5,Tena,Napo,Amazonía,498.0
2002-05-30,22.0,25.7,17.9,5.3,13.0,3.31,17.35,6.6,Tena,Napo,Amazonía,498.0
2002-05-31,21.5,23.9,18.6,16.9,22.0,2.24,11.83,5.2,Tena,Napo,Amazonía,498.0
2002-06-01,21.2,23.6,18.4,11.4,16.0,2.15,11.36,4.2,Tena,Napo,Amazonía,498.0
2002-06-02,22.0,25.9,16.8,2.4,5.0,3.41,17.77,6.2,Tena,Napo,Amazonía,498.0
2002-06-03,22.3,26.5,18.9,7.9,16.0,3.61,19.1,5.8,Tena,Napo,Amazonía,498.0
2002-06-04,21.9,25.8,15.9,5.8,9.0,3.52,18.76,4.7,Tena,Napo,Amazonía,498.0
2002-06-05,22.7,25.8,18.8,4.8,9.0,3.57,18.99,4.7,Tena,Napo,Amazonía,498.0
2002-06-06,22.7,26.2,19.2,0.8,4.0,3.25,16.95,5.5,Tena,Napo,Amazonía,498.0
2002-06-07,21.6,26.1,16.2,6.6,13.0,3.4,17.89,6.2,Tena,Napo,Amazonía,498.0
2002-06-08,22.1,26.0,17.3,2.7,7.0,3.75,19.98,6.3,Tena,Napo,Amazonía,498.0
2002-06-09,21.4,25.7,16.5,8.4,12.0,3.16,17.13,6.5,Tena,Napo,Amazonía,498.0
2002-06-10,21.5,25.4,16.5,1.7,7.0,3.38,18.11,6.2,Tena,Napo,Amazonía,498.0
2002-06-11,21.7,24.7,15.9,18.3,14.0,2.74,14.55,5.4,Tena,Napo,Amazonía,498.0
2002-06-12,22.8,26.0,19.6,4.2,8.0,3.52,18.68,5.6,Tena,Napo,Amazonía,498.0
2002-06-13,21.0,25.6,14.6,9.9,12.0,3.3,17.73,5.5,Tena,Napo,Amazonía,498.0
2002-06-14,21.3,25.0,16.3,13.3,18.0,3.08,16.44,5.7,Tena,Napo,Amazonía,498.0
2002-06-15,20.9,24.7,16.5,21.6,21.0,3.08,16.54,6.0,Tena,Napo,Amazonía,498.0
2002-06-16,20.0,21.9,18.8,32.2,24.0,1.48,7.81,4.8,Tena,Napo,Amazonía,498.0
2002-06-17,20.7,22.4,18.2,7.4,15.0,1.86,9.53,3.6,Tena,Napo,Amazonía,498.0
2002-06-18,21.9,25.1,19.9,4.4,8.0,3.11,16.58,5.9,Tena,Napo,Amazonía,498.0
2002-06-19,20.6,23.7,16.4,10.7,16.0,2.25,11.7,4.2,Tena,Napo,Amazonía,498.0
2002-06-20,20.1,23.0,17.5,23.6,18.0,0.97,4.56,5.4,Tena,Napo,Amazonía,498.0
2002-06-21,20.5,22.0,18.0,7.4,15.0,1.55,7.95,3.6,Tena,Napo,Amazonía,498.0
2002-06-22,20.3,21.7,19.1,0.5,2.0,0.95,3.93,5.1,Tena,Napo,Amazonía,498.0
2002-06-23,20.2,21.2,19.2,0.3,2.0,0.94,3.59,4.3,Tena,Napo,Amazonía,498.0
2002-06-24,20.1,21.6,18.7,1.7,5.0,1.11,4.76,5.2,Tena,Napo,Amazonía,498.0
2002-06-25,19.2,22.4,17.3,8.1,17.0,1.28,6.12,4.5,Tena,Napo,Amazonía,498.0
2002-06-26,19.8,20.9,17.9,1.8,7.0,1.23,6.03,4.4,Tena,Napo,Amazonía,498.0
2002-06-27,21.0,22.8,19.8,0.0,0.0,1.89,9.53,4.7,Tena,Napo,Amazonía,498.0
2002-06-28,21.0,24.1,17.1,1.3,7.0,2.69,14.36,5.8,Tena,Napo,Amazonía,498.0
2002-06-29,21.3,24.2,18.0,1.6,7.0,2.47,13.14,5.9,Tena,Napo,Amazonía,498.0
2002-06-30,21.7,24.9,19.4,9.5,7.0,2.88,15.14,4.0,Tena,Napo,Amazonía,498.0
2002-07-01,20.2,22.1,17.7,31.3,23.0,0.71,3.03,4.6,Tena,Napo,Amazonía,498.0
2002-07-02,19.9,22.7,15.8,5.7,17.0,1.85,9.95,3.8,Tena,Napo,Amazonía,498.0
2002-07-03,21.6,23.9,19.7,2.4,12.0,2.13,11.14,4.3,Tena,Napo,Amazonía,498.0
2002-07-04,22.0,24.6,18.0,10.7,13.0,3.11,16.66,5.0,Tena,Napo,Amazonía,498.0
2002-07-05,21.6,23.9,19.6,11.2,18.0,2.47,13.39,4.9,Tena,Napo,Amazonía,498.0
2002-07-06,21.1,23.0,19.7,5.3,11.0,2.02,10.63,4.0,Tena,Napo,Amazonía,498.0
2002-07-07,21.0,23.6,18.3,17.1,24.0,2.02,10.76,3.9,Tena,Napo,Amazonía,498.0
2002-07-08,21.2,24.0,18.1,8.1,20.0,2.62,13.88,4.7,Tena,Napo,Amazonía,498.0
2002-07-09,20.4,23.4,18.4,18.1,22.0,1.81,9.72,6.3,Tena,Napo,Amazonía,498.0
2002-07-10,20.7,22.8,18.2,18.1,23.0,1.34,6.82,4.5,Tena,Napo,Amazonía,498.0
2002-07-11,20.6,23.5,17.9,20.8,24.0,1.28,6.58,6.3,Tena,Napo,Amazonía,498.0
2002-07-12,21.4,22.8,18.8,7.6,19.0,1.72,8.76,3.3,Tena,Napo,Amazonía,498.0
2002-07-13,21.7,23.7,20.3,6.3,15.0,2.38,12.41,3.4,Tena,Napo,Amazonía,498.0
2002-07-14,21.5,23.3,19.6,4.6,14.0,2.3,12.12,5.2,Tena,Napo,Amazonía,498.0
2002-07-15,21.6,25.0,17.9,0.7,4.0,3.47,18.62,5.1,Tena,Napo,Amazonía,498.0
2002-07-16,21.3,24.5,17.6,13.0,16.0,2.77,14.82,5.7,Tena,Napo,Amazonía,498.0
2002-07-17,21.1,23.8,17.0,10.4,17.0,2.58,13.7,4.9,Tena,Napo,Amazonía,498.0
2002-07-18,21.7,23.6,18.6,4.9,11.0,1.83,9.26,2.5,Tena,Napo,Amazonía,498.0
2002-07-19,22.0,25.0,19.0,2.1,4.0,3.15,16.64,5.6,Tena,Napo,Amazonía,498.0
2002-07-20,21.6,25.2,17.6,6.5,7.0,3.26,17.48,4.4,Tena,Napo,Amazonía,498.0
2002-07-21,22.0,26.1,16.3,0.6,2.0,3.9,20.85,6.6,Tena,Napo,Amazonía,498.0
2002-07-22,22.3,26.2,17.6,2.9,6.0,3.56,18.9,6.3,Tena,Napo,Amazonía,498.0
2002-07-23,21.5,26.1,16.2,10.6,11.0,3.35,17.76,6.2,Tena,Napo,Amazonía,498.0
2002-07-24,21.5,25.9,16.4,6.2,7.0,3.07,16.02,5.8,Tena,Napo,Amazonía,498.0
2002-07-25,22.2,26.2,18.5,13.7,15.0,1.96,9.61,2.5,Tena,Napo,Amazonía,498.0
2002-07-26,22.2,24.9,20.7,1.0,5.0,2.73,14.11,3.6,Tena,Napo,Amazonía,498.0
2002-07-27,22.4,25.7,20.4,9.0,12.0,3.56,18.79,5.9,Tena,Napo,Amazonía,498.0
2002-07-28,21.2,23.5,19.3,11.9,18.0,2.63,13.82,4.7,Tena,Napo,Amazonía,498.0
2002-07-29,20.1,22.5,18.0,14.7,22.0,0.94,4.28,2.9,Tena,Napo,Amazonía,498.0
2002-07-30,21.4,24.2,17.9,8.4,21.0,2.98,15.81,4.6,Tena,Napo,Amazonía,498.0
2002-07-31,22.1,24.9,17.8,8.5,13.0,3.17,16.68,4.6,Tena,Napo,Amazonía,498.0
2002-08-01,21.3,25.9,16.1,2.1,9.0,3.79,20.25,6.8,Tena,Napo,Amazonía,498.0
2002-08-02,21.5,24.5,18.5,9.3,12.0,3.07,16.28,4.1,Tena,Napo,Amazonía,498.0
2002-08-03,20.1,24.0,14.7,6.2,8.0,3.03,16.26,6.2,Tena,Napo,Amazonía,498.0
2002-08-04,22.0,25.1,18.4,1.4,6.0,3.2,16.74,5.4,Tena,Napo,Amazonía,498.0
2002-08-05,21.4,27.0,15.9,5.8,12.0,4.13,21.81,5.8,Tena,Napo,Amazonía,498.0
2002-08-06,20.4,24.9,13.8,9.7,14.0,3.71,20.11,5.2,Tena,Napo,Amazonía,498.0
2002-08-07,20.5,24.2,14.6,7.9,14.0,2.67,14.0,6.0,Tena,Napo,Amazonía,498.0
2002-08-08,22.2,26.7,17.8,0.0,0.0,3.32,16.98,4.4,Tena,Napo,Amazonía,498.0
2002-08-09,22.0,26.8,17.5,2.1,5.0,3.52,18.23,5.8,Tena,Napo,Amazonía,498.0
2002-08-10,21.3,26.5,15.1,6.4,4.0,3.99,20.78,5.6,Tena,Napo,Amazonía,498.0
2002-08-11,22.1,25.6,18.1,2.6,4.0,3.23,16.43,5.0,Tena,Napo,Amazonía,498.0
2002-08-12,21.3,24.1,17.8,2.4,5.0,1.92,9.6,3.9,Tena,Napo,Amazonía,498.0
2002-08-13,21.9,25.8,17.6,0.0,0.0,3.25,17.01,4.6,Tena,Napo,Amazonía,498.0
2002-08-14,21.6,22.7,20.6,6.1,12.0,1.7,8.54,4.2,Tena,Napo,Amazonía,498.0
2002-08-15,20.2,22.6,17.6,5.0,15.0,1.09,5.04,3.9,Tena,Napo,Amazonía,498.0
2002-08-16,21.2,24.3,18.0,2.7,7.0,2.07,10.4,3.1,Tena,Napo,Amazonía,498.0
2002-08-17,21.7,26.2,17.2,0.4,2.0,3.81,19.88,5.4,Tena,Napo,Amazonía,498.0
2002-08-18,21.6,25.2,16.7,5.4,9.0,3.64,19.44,5.0,Tena,Napo,Amazonía,498.0
2002-08-19,21.8,25.8,16.4,12.2,10.0,4.02,21.34,5.5,Tena,Napo,Amazonía,498.0
2002-08-20,21.1,25.3,15.0,9.4,17.0,3.32,17.46,5.0,Tena,Napo,Amazonía,498.0
2002-08-21,21.8,24.9,18.0,4.3,8.0,3.08,16.18,5.4,Tena,Napo,Amazonía,498.0
2002-08-22,21.5,25.7,16.0,10.3,15.0,3.19,16.46,4.7,Tena,Napo,Amazonía,498.0
2002-08-23,21.7,25.5,17.6,3.4,10.0,3.22,16.52,4.3,Tena,Napo,Amazonía,498.0
2002-08-24,22.3,25.9,17.1,7.6,18.0,3.65,19.24,5.2,Tena,Napo,Amazonía,498.0
2002-08-25,22.2,26.2,17.1,10.0,13.0,3.38,17.42,5.9,Tena,Napo,Amazonía,498.0
2002-08-26,21.8,26.7,15.6,10.3,11.0,4.11,21.31,6.6,Tena,Napo,Amazonía,498.0
2002-08-27,21.9,25.8,17.4,6.9,10.0,3.33,17.21,4.7,Tena,Napo,Amazonía,498.0
2002-08-28,22.7,26.9,17.7,2.2,6.0,4.08,21.34,5.8,Tena,Napo,Amazonía,498.0
2002-08-29,23.0,26.2,19.4,2.6,10.0,3.83,20.12,5.4,Tena,Napo,Amazonía,498.0
2002-08-30,22.9,26.5,19.9,3.6,4.0,3.4,17.51,6.8,Tena,Napo,Amazonía,498.0
2002-08-31,22.1,25.8,17.7,4.1,6.0,3.18,16.64,5.1,Tena,Napo,Amazonía,498.0
2002-09-01,21.6,24.7,17.6,14.7,20.0,2.94,15.49,5.4,Tena,Napo,Amazonía,498.0
2002-09-02,20.7,23.2,18.8,32.7,24.0,1.88,10.14,5.4,Tena,Napo,Amazonía,498.0
2002-09-03,21.3,25.3,18.5,17.0,24.0,2.83,15.22,6.8,Tena,Napo,Amazonía,498.0
2002-09-04,21.9,25.5,17.3,17.5,18.0,3.76,20.04,6.4,Tena,Napo,Amazonía,498.0
2002-09-05,22.1,26.3,16.5,3.1,7.0,4.22,22.32,5.6,Tena,Napo,Amazonía,498.0
2002-09-06,22.3,26.4,17.2,2.4,7.0,4.18,21.75,5.3,Tena,Napo,Amazonía,498.0
2002-09-07,22.1,27.8,15.5,11.3,13.0,4.27,22.09,5.8,Tena,Napo,Amazonía,498.0
2002-09-08,22.1,25.8,17.6,10.2,11.0,3.13,16.25,4.7,Tena,Napo,Amazonía,498.0
2002-09-09,22.5,26.0,19.7,12.6,11.0,3.68,19.35,5.4,Tena,Napo,Amazonía,498.0
2002-09-10,21.7,25.9,16.7,3.9,8.0,3.77,19.88,4.6,Tena,Napo,Amazonía,498.0
2002-09-11,22.3,26.9,17.3,0.3,2.0,4.21,21.78,5.1,Tena,Napo,Amazonía,498.0
2002-09-12,22.4,27.7,16.3,0.4,1.0,4.66,24.04,6.6,Tena,Napo,Amazonía,498.0
2002-09-13,22.3,27.0,16.0,7.8,10.0,4.22,21.84,6.3,Tena,Napo,Amazonía,498.0
2002-09-14,22.1,26.7,16.5,5.8,12.0,3.7,19.22,5.3,Tena,Napo,Amazonía,498.0
2002-09-15,22.6,27.3,17.8,3.8,10.0,4.18,21.67,5.5,Tena,Napo,Amazonía,498.0
2002-09-16,23.2,27.4,17.9,0.4,3.0,4.55,23.34,7.2,Tena,Napo,Amazonía,498.0
2002-09-17,23.1,27.0,18.8,10.0,12.0,4.05,20.46,5.6,Tena,Napo,Amazonía,498.0
